6715.64,10,0,11.31
6631.56,10,0,11.6
5639.57,10,0,11.41
5533.26,10,0,11.92
5430.08,10,0,11.22
5327.01,10,0,11.23
5204.22,10,0,12.26
5103.35,10,0,11.2
5006.21,10,0,12.18
4885.0,10,0,12.41
4797.99,10,0,11.71
4680.95,10,0,12.33
6522.92,10,0,12.16
4561.64,10,0,11.4
4466.79,10,0,12.09
4358.62,10,0,12.21
4254.72,10,0,12.22
4129.36,10,0,12.11
4045.29,10,0,12.15
3924.18,10,0,12.04
3835.89,10,0,11.84
3719.74,10,0,11.7
3620.52,10,0,11.77
6397.99,10,0,12.04
3503.28,10,0,11.8
3404.27,10,0,12.17
3298.79,10,0,11.38
3183.87,10,0,12.18
3080.64,10,0,11.75
2971.26,10,0,12.1
2868.87,10,0,11.38
2771.99,10,0,11.43
2655.82,10,0,11.31
2553.91,10,0,11.62
6265.2,10,0,11.46
2440.01,10,0,11.55
2328.54,10,0,11.25
2219.85,10,0,12.12
2130.16,10,0,11.39
2012.61,10,0,11.82
1906.27,10,0,12.18
1787.23,10,0,12.3
1691.0,10,0,12.09
1591.01,10,0,11.23
1478.96,10,0,12.26
6170.66,10,0,12.43
1364.76,10,0,11.67
6058.8,10,0,11.24
5966.76,10,0,12.33
5848.83,10,0,11.74
5729.09,10,0,11.25
13286.68,10,15,11.59
13393.99,10,15,12.02
14358.29,10,15,11.26
14447.58,10,15,11.82
14561.15,10,15,12.42
14670.73,10,15,11.82
14776.96,10,15,11.69
14878.42,10,15,11.65
14982.76,10,15,11.95
15092.36,10,15,11.56
15214.17,10,15,11.39
15327.55,10,15,11.92
13489.92,10,15,11.85
15426.96,10,15,11.45
15535.55,10,15,12.4
15631.35,10,15,12.38
15760.880000000001,10,15,12.08
15853.66,10,15,11.39
15960.22,10,15,11.74
16066.94,10,15,11.96
16174.91,10,15,11.85
16287.95,10,15,11.43
16414.36,10,15,11.35
13600.29,10,15,11.82
16505.57,10,15,12.34
16604.510000000002,10,15,11.67
16706.33,10,15,11.89
16828.44,10,15,11.3
16947.46,10,15,11.97
17033.82,10,15,11.57
17129.81,10,15,12.03
17248.12,10,15,11.45
17358.94,10,15,11.48
17450.11,10,15,11.26
13695.36,10,15,12.42
17566.17,10,15,12.33
17687.56,10,15,11.71
17788.68,10,15,11.73
17894.739999999998,10,15,12.35
18006.17,10,15,12.36
18102.95,10,15,11.81
18208.88,10,15,11.96
18318.77,10,15,11.29
18424.41,10,15,11.29
18531.03,10,15,11.98
13793.73,10,15,11.76
18641.83,10,15,12.08
13922.7,10,15,12.41
14021.220000000001,10,15,11.9
14137.630000000001,10,15,11.45
14246.380000000001,10,15,12.15
13668.72,10,0,24.6
13433.32,10,0,24.22
11420.68,10,0,24.82
11179.23,10,0,24.43
10993.91,10,0,24.11
10789.47,10,0,24.87
10561.58,10,0,24.29
10336.88,10,0,24.84
10116.78,10,0,23.85
9909.09,10,0,23.97
9683.54,10,0,23.91
9446.06,10,0,24.96
13183.72,10,0,24.32
9211.1,10,0,24.48
