15273.44,10,0,12.04
15204.36,10,0,12.21
14195.35,10,0,12.03
14090.11,10,0,11.72
13987.05,10,0,12.1
13895.58,10,0,11.9
13768.22,10,0,11.57
13671.29,10,0,11.59
13568.64,10,0,11.9
13482.24,10,0,11.62
13368.06,10,0,11.69
13242.52,10,0,11.37
15089.61,10,0,11.88
13120.96,10,0,11.96
13048.69,10,0,11.77
12944.14,10,0,11.32
12821.98,10,0,12.26
12685.04,10,0,11.73
12629.33,10,0,11.26
12496.67,10,0,11.58
12409.65,10,0,12.2
12292.52,10,0,11.85
12174.11,10,0,12.28
14968.07,10,0,11.34
12070.65,10,0,11.63
11989.64,10,0,12.01
11861.76,10,0,12.42
11729.84,10,0,11.66
11642.97,10,0,12.22
11551.11,10,0,11.29
11433.26,10,0,11.78
11358.73,10,0,12.22
11225.76,10,0,12.41
11134.77,10,0,12.13
14843.66,10,0,12.28
11016.16,10,0,11.57
10890.7,10,0,11.24
10800.09,10,0,11.34
10693.05,10,0,12.09
10576.27,10,0,11.82
10478.95,10,0,12.14
10352.09,10,0,11.98
10252.07,10,0,11.22
10147.4,10,0,11.89
10025.08,10,0,12.07
14736.57,10,0,12.5
9942.33,10,0,11.33
14604.85,10,0,11.67
14552.15,10,0,11.94
14425.95,10,0,11.24
14284.08,10,0,12.42
4708.33,10,15,11.47
4810.09,10,15,12.47
5795.860000000001,10,15,11.64
5890.469999999999,10,15,12.18
5972.83,10,15,12.46
6135.48,10,15,11.27
6214.879999999999,10,15,12.25
6328.15,10,15,12.37
6426.1,10,15,11.21
6516.879999999999,10,15,12.15
6649.32,10,15,11.4
6780.84,10,15,11.74
4926.52,10,15,12.3
6865.9,10,15,12.19
6965.33,10,15,12.22
7055.360000000001,10,15,12.29
7203.42,10,15,11.3
7288.389999999999,10,15,11.51
7361.66,10,15,12.43
7497.27,10,15,11.3
7595.139999999999,10,15,12.25
7731.549999999999,10,15,11.34
7858.780000000001,10,15,11.43
5031.950000000001,10,15,11.22
7938.389999999999,10,15,11.4
8036.959999999999,10,15,11.86
8138.49,10,15,12.33
8237.28,10,15,11.5
8391.91,10,15,11.69
8471.9,10,15,11.58
8566.01,10,15,11.75
8669.99,10,15,11.84
8791.24,10,15,12.06
8868.58,10,15,11.21
5108.75,10,15,12.3
8998.91,10,15,12.29
9120.93,10,15,11.38
9223.6,10,15,11.33
9318.26,10,15,12.22
9433.36,10,15,11.21
9545.3,10,15,12.22
9640.74,10,15,11.49
9759.42,10,15,11.89
9857.41,10,15,11.64
9948.33,10,15,12.29
5231.76,10,15,12.08
10069.72,10,15,11.98
5358.790000000001,10,15,12.42
5439.57,10,15,11.7
5579.82,10,15,12.49
5681.6900000000005,10,15,12.16
31267.58,10,0,24.64
31048.75,10,0,24.32
29023.48,10,0,24.36
28778.45,10,0,24.55
28588.75,10,0,24.26
28388.57,10,0,24.0
28150.93,10,0,24.14
27954.88,10,0,24.63
27720.09,10,0,24.85
27517.76,10,0,24.91
27291.39,10,0,24.98
27055.3,10,0,24.59
30793.52,10,0,24.12
26809.94,10,0,24.79
26615.2,10,0,23.86
26391.66,10,0,24.49
26177.38,10,0,24.6
25976.63,10,0,24.91
25759.43,10,0,24.77
25537.12,10,0,24.62
25279.51,10,0,24.13
25098.63,10,0,24.77
24864.95,10,0,23.73
30583.05,10,0,24.88
24638.58,10,0,24.54
24414.64,10,0,24.93
24211.79,10,0,24.74
23997.1,10,0,24.3
23792.56,10,0,24.12
23573.5,10,0,24.89
23350.28,10,0,24.23
23105.48,10,0,24.82
22861.76,10,0,24.85
22691.66,10,0,24.7
30336.78,10,0,24.61
22458.38,10,0,24.3
22198.34,10,0,24.82
21979.4,10,0,24.22
21774.05,10,0,24.72
21596.67,10,0,24.4
21355.33,10,0,23.99
21116.34,10,0,24.18
20908.7,10,0,24.83
20683.02,10,0,24.69
20487.74,10,0,24.53
30112.75,10,0,23.91
20273.58,10,0,23.95
29893.63,10,0,24.64
29712.92,10,0,24.3
29495.53,10,0,23.92
29238.96,10,0,24.74
-11240.509999999998,10,15,24.51
-11025.560000000001,10,15,24.75
-9037.779999999999,10,15,24.69
-8813.939999999999,10,15,24.2
-8595.86,10,15,24.75
-8419.669999999998,10,15,24.81
-8196.060000000001,10,15,24.33
-7972.02,10,15,24.15
-7707.619999999999,10,15,24.09
-7530.009999999998,10,15,24.0
-7306.669999999998,10,15,24.94
-7080.549999999999,10,15,24.19
-10816.919999999998,10,15,24.76
-6858.32,10,15,24.73
-6609.540000000001,10,15,24.08
-6398.32,10,15,24.34
-6170.23,10,15,24.57
-5956.779999999999,10,15,24.05
-5753.77,10,15,24.76
-5526.290000000001,10,15,23.71
